,Unnamed: 0,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
133,133,43.5,0.5,19.5,0.5,12.0,0.71,sitting
134,134,43.5,0.5,18.75,0.43,11.75,1.09,sitting
135,135,43.5,0.5,18.75,0.43,9.5,1.5,sitting
136,136,43.75,0.43,18.0,0.0,11.0,0.82,sitting
137,137,43.5,0.5,17.25,1.3,10.75,0.83,sitting
138,138,43.5,0.5,18.5,0.5,8.5,1.66,sitting
139,139,43.67,0.47,18.25,0.43,6.33,0.47,sitting
140,140,43.5,0.5,18.5,0.5,6.5,0.5,sitting
141,141,43.75,0.43,19.0,0.0,8.67,0.94,sitting
142,142,43.33,0.47,18.67,0.47,5.0,0.0,sitting
143,143,43.5,0.5,18.25,1.09,7.5,2.06,sitting
144,144,43.5,0.5,16.75,1.92,8.5,2.5,sitting
145,145,43.5,0.5,19.5,1.12,9.33,2.05,sitting
146,146,43.5,0.5,19.5,0.5,10.5,1.5,sitting
147,147,43.75,0.43,19.25,0.43,8.75,1.09,sitting
148,148,43.5,0.5,18.5,0.5,7.5,1.5,sitting
149,149,43.5,0.5,19.0,0.71,7.5,0.5,sitting
150,150,43.5,0.5,18.5,0.5,6.67,0.47,sitting
151,151,43.5,0.5,18.25,0.43,7.33,0.47,sitting
152,152,43.5,0.5,18.25,0.43,8.5,1.12,sitting
153,153,43.5,0.5,19.33,1.7,7.0,2.94,sitting
154,154,44.0,0.0,17.33,0.94,7.0,0.0,sitting
155,155,43.75,0.43,20.5,0.87,11.25,0.83,sitting
156,156,43.67,0.47,20.75,0.43,10.0,1.0,sitting
157,157,43.75,0.43,19.0,1.22,6.67,0.47,sitting
158,158,43.5,0.5,19.25,1.3,10.67,4.03,sitting
159,159,43.5,0.5,19.5,0.5,7.25,1.48,sitting
160,160,43.33,0.47,19.33,0.47,10.67,1.25,sitting
161,161,43.5,0.5,19.75,0.43,11.5,0.5,sitting
162,162,43.5,0.5,19.75,0.43,11.75,0.43,sitting
163,163,43.5,0.5,19.75,0.43,11.75,0.43,sitting
164,164,43.5,0.5,20.25,0.43,11.25,0.43,sitting
165,165,43.5,0.5,20.0,0.0,11.25,0.43,sitting
166,166,43.5,0.5,19.25,0.43,13.25,0.83,sitting
167,167,43.5,0.5,19.0,0.0,12.75,0.83,sitting
168,168,43.5,0.5,20.0,0.0,11.75,0.43,sitting
169,169,43.5,0.5,20.25,0.43,11.5,0.87,sitting
170,170,43.5,0.5,20.0,0.0,11.5,0.5,sitting
171,171,43.5,0.5,20.0,0.0,11.67,0.47,sitting
172,172,43.5,0.5,20.0,0.0,11.5,0.5,sitting
173,173,43.67,0.47,20.25,0.43,12.33,0.47,sitting
174,174,43.5,0.5,18.75,0.83,11.5,0.5,sitting
175,175,43.67,0.47,18.5,0.5,11.33,0.47,sitting
176,176,43.5,0.5,18.25,0.43,11.0,0.82,sitting
177,177,43.33,0.47,18.0,0.0,8.0,1.22,sitting
178,178,43.5,0.5,18.5,0.5,8.0,0.82,sitting
179,179,43.5,0.5,18.5,0.5,7.75,0.43,sitting
180,180,43.5,0.5,18.25,0.43,9.0,1.63,sitting
181,181,43.5,0.5,18.75,0.83,10.33,0.94,sitting
182,182,43.5,0.5,20.0,0.0,9.5,1.5,sitting
183,183,43.67,0.47,18.75,0.43,9.67,1.7,sitting
184,184,43.5,0.5,17.75,0.43,11.5,0.87,sitting
185,185,43.33,0.47,20.0,0.0,10.0,0.71,sitting
186,186,43.5,0.5,20.0,0.0,9.33,0.47,sitting
187,187,43.5,0.5,20.25,0.43,11.25,1.3,sitting
188,188,43.5,0.5,20.5,0.5,12.25,0.43,sitting
189,189,43.5,0.5,20.75,0.43,12.0,0.0,sitting
190,190,43.5,0.5,21.0,0.0,12.0,0.71,sitting
191,191,43.5,0.5,20.25,0.43,12.0,0.71,sitting
192,192,43.5,0.5,18.25,0.43,12.75,0.83,sitting
193,193,43.25,0.83,18.0,0.0,14.67,1.25,sitting
194,194,42.5,0.5,18.0,0.0,13.5,0.5,sitting
195,195,42.0,0.0,17.75,0.43,13.25,1.3,sitting
196,196,43.0,0.71,17.0,1.41,14.67,0.47,sitting
197,197,43.5,0.5,18.0,0.0,12.67,0.47,sitting
198,198,43.67,0.47,17.5,0.5,13.0,1.41,sitting
199,199,43.4,0.49,18.0,0.0,10.5,1.12,sitting
200,200,43.67,0.47,19.75,0.83,10.0,1.0,sitting
201,201,43.5,0.5,20.75,0.43,7.25,1.3,sitting
202,202,43.5,0.5,21.0,0.0,6.33,2.05,sitting
203,203,43.33,0.47,21.0,0.0,9.75,0.83,sitting
204,204,43.33,0.47,21.0,0.0,10.25,0.83,sitting
205,205,43.5,0.5,20.75,0.43,8.0,2.24,sitting
206,206,43.5,0.5,20.75,0.43,7.0,1.22,sitting
207,207,43.5,0.5,21.0,0.0,8.0,0.71,sitting
208,208,43.5,0.5,21.0,0.0,9.0,1.0,sitting
209,209,43.5,0.5,21.0,0.0,7.0,1.0,sitting
210,210,43.5,0.5,21.0,0.0,3.75,0.83,sitting
211,211,43.5,0.5,21.0,0.0,3.5,1.12,sitting
212,212,43.5,0.5,21.0,0.0,4.75,1.92,sitting
213,213,43.5,0.5,21.0,0.0,9.5,1.12,sitting
214,214,43.5,0.5,21.0,0.0,7.33,1.25,sitting
215,215,43.5,0.5,21.0,0.0,3.5,0.5,sitting
216,216,43.5,0.5,21.0,0.0,1.5,0.5,sitting
217,217,43.5,0.5,21.0,0.0,4.0,0.0,sitting
218,218,43.5,0.5,21.0,0.0,2.0,0.0,sitting
219,219,43.5,0.5,20.75,0.43,8.0,0.0,sitting
220,220,43.67,0.47,18.5,0.5,10.33,1.25,sitting
221,221,43.5,0.5,19.75,1.64,11.0,2.12,sitting
222,222,43.5,0.5,21.0,0.0,9.25,1.64,sitting
223,223,43.67,0.47,21.67,0.47,7.75,1.09,sitting
224,224,43.5,0.5,22.5,0.5,8.75,1.09,sitting
225,225,43.5,0.5,22.25,0.43,9.5,0.87,sitting
226,226,43.5,0.5,21.5,1.66,12.0,1.41,sitting
227,227,43.0,0.82,20.67,0.47,13.0,0.71,sitting
228,228,43.5,0.5,20.75,0.43,13.0,1.0,sitting
229,229,43.5,0.5,18.75,0.43,10.0,0.82,sitting
230,230,43.5,0.5,18.25,0.43,13.0,1.22,sitting
231,231,43.67,0.47,18.0,0.0,15.0,0.0,sitting
232,232,43.5,0.5,19.0,0.71,15.0,0.71,sitting
233,233,43.5,0.5,18.75,0.83,15.5,0.87,sitting
234,234,43.5,0.5,19.0,1.22,14.0,1.22,sitting
235,235,42.5,0.5,17.0,1.0,12.0,0.0,sitting
236,236,42.83,0.69,19.17,0.69,12.0,1.22,sitting
237,237,42.75,0.43,19.33,0.47,11.0,0.82,sitting
238,238,43.0,0.71,19.5,1.5,10.67,1.89,sitting
239,239,43.33,0.94,19.75,1.09,10.33,1.25,sitting
240,240,43.5,0.5,20.5,1.12,10.75,0.83,sitting
241,241,43.5,0.5,22.25,0.43,12.0,1.63,sitting
242,242,44.0,0.0,22.0,0.0,13.25,1.09,sitting
243,243,43.5,0.5,22.5,0.87,12.33,1.89,sitting
244,244,43.5,0.5,21.75,1.09,11.0,1.22,sitting
245,245,44.0,0.71,20.5,1.12,9.5,0.87,sitting
246,246,43.75,0.43,17.5,0.5,9.25,1.79,sitting
247,247,43.75,0.43,19.25,0.83,10.75,0.43,sitting
248,248,43.75,0.43,20.25,1.3,13.25,2.59,sitting
249,249,43.5,0.5,15.0,1.87,15.0,1.22,sitting
250,250,43.5,0.5,15.25,0.43,13.25,1.3,sitting
251,251,43.5,0.5,12.67,0.47,14.0,1.41,sitting
252,252,43.5,0.5,14.5,1.12,15.5,0.5,sitting
253,253,43.67,0.47,15.0,0.0,19.0,0.82,sitting
254,254,43.0,0.0,15.0,0.0,20.5,0.5,sitting
255,255,43.5,0.5,15.0,0.0,20.25,0.43,sitting
256,256,43.5,0.5,15.0,0.0,20.5,0.5,sitting
257,257,43.5,0.5,15.0,0.0,20.75,0.43,sitting
258,258,43.5,0.5,15.0,0.0,20.75,0.43,sitting
259,259,43.5,0.5,15.0,0.0,20.0,0.71,sitting
260,260,43.5,0.5,15.0,0.0,19.5,0.5,sitting
261,261,43.25,0.83,15.0,0.0,19.5,0.5,sitting
262,262,43.5,0.5,15.0,0.0,19.25,0.43,sitting
263,263,43.5,0.5,15.0,0.0,18.75,0.43,sitting
264,264,43.5,0.5,15.0,0.0,18.33,0.47,sitting
265,265,43.5,0.5,15.0,0.0,17.5,0.5,sitting
266,266,43.5,0.5,15.0,0.0,17.75,0.43,sitting
267,267,43.5,0.5,15.0,0.0,17.5,0.5,sitting
268,268,43.67,0.47,15.0,0.0,18.0,0.82,sitting
269,269,43.5,0.5,15.75,0.43,18.0,0.0,sitting
270,270,43.33,0.47,16.67,0.47,18.0,0.0,sitting
271,271,43.5,0.5,16.25,0.43,18.0,0.0,sitting
272,272,43.5,0.5,15.75,0.43,18.0,0.0,sitting
273,273,43.5,0.5,15.0,0.0,18.0,0.0,sitting
274,274,43.5,0.5,15.0,0.0,18.25,0.43,sitting
275,275,43.5,0.5,15.67,0.47,18.33,0.47,sitting
276,276,43.5,0.5,16.25,0.43,18.25,0.43,sitting
277,277,43.67,0.47,16.0,0.0,18.33,0.47,sitting
278,278,43.5,0.5,15.75,0.83,18.25,0.43,sitting
279,279,43.5,0.5,16.25,0.43,18.25,0.43,sitting
280,280,43.67,0.47,15.5,0.5,18.0,0.0,sitting
281,281,43.5,0.5,15.25,0.43,17.75,0.43,sitting
282,282,43.25,0.83,15.0,0.0,17.75,0.43,sitting
283,283,43.5,0.5,15.75,0.43,18.0,0.0,sitting
284,284,43.33,0.47,15.0,0.0,17.75,0.43,sitting
285,285,43.0,0.71,16.0,0.71,18.5,0.5,sitting
286,286,43.5,0.5,16.0,0.71,18.25,0.43,sitting
287,287,43.5,0.5,15.5,0.87,18.75,0.43,sitting
288,288,43.5,0.5,15.0,0.0,18.75,0.83,sitting
289,289,43.5,0.5,15.75,0.83,18.5,0.5,sitting
290,290,43.5,0.5,15.0,0.0,18.0,0.0,sitting
291,291,43.5,0.5,15.25,0.43,18.0,0.0,sitting
292,292,43.5,0.5,15.5,0.5,18.25,0.43,sitting
293,293,43.25,0.83,16.0,0.0,18.25,0.43,sitting
294,294,43.5,0.5,16.25,0.43,17.75,0.43,sitting
295,295,43.5,0.5,16.5,0.5,16.5,0.5,sitting
296,296,43.5,0.5,15.67,0.47,17.33,0.94,sitting
297,297,43.5,0.5,16.5,0.5,17.25,0.43,sitting
298,298,43.67,0.47,16.25,0.43,17.67,0.47,sitting
299,299,43.25,0.83,16.0,0.0,17.5,0.5,sitting
300,300,43.5,0.5,16.25,0.43,17.25,0.83,sitting
301,301,43.33,0.47,16.33,0.47,17.75,0.43,sitting
302,302,43.25,0.83,15.5,0.5,18.0,0.0,sitting
303,303,43.5,0.5,16.5,0.5,18.0,0.0,sitting
304,304,43.5,0.5,16.5,0.5,18.0,0.0,sitting
305,305,43.5,0.5,16.5,0.5,18.0,0.0,sitting
306,306,43.5,0.5,16.5,0.5,18.0,0.0,sitting
307,307,43.25,0.83,17.25,0.43,18.25,0.43,sitting
308,308,43.5,0.5,16.75,0.43,18.0,0.0,sitting
309,309,43.5,0.5,16.75,0.43,18.0,0.0,sitting
310,310,43.5,0.5,16.0,1.22,18.5,0.5,sitting
311,311,43.25,0.83,16.0,1.22,20.5,0.87,sitting
312,312,43.25,0.83,15.0,0.0,19.25,0.43,sitting
313,313,43.5,0.5,15.0,0.0,19.0,0.82,sitting
314,314,43.67,0.47,14.5,0.5,21.0,0.0,sitting
315,315,43.67,0.47,14.5,0.5,21.0,0.0,sitting
316,316,43.42,0.64,14.92,0.28,20.25,0.6,sitting
317,317,43.42,0.64,14.92,0.28,20.25,0.6,sitting
318,318,43.33,0.47,15.67,0.94,18.25,0.83,sitting
319,319,43.5,0.5,18.25,0.43,15.75,0.83,sitting
320,320,43.5,0.5,20.0,0.0,16.0,0.71,sitting
321,321,43.25,0.83,19.5,0.5,15.25,0.83,sitting
322,322,43.5,0.5,18.0,0.0,16.0,0.71,sitting
323,323,43.5,0.5,18.0,0.0,15.5,0.5,sitting
324,324,43.5,0.5,18.0,0.0,15.25,0.43,sitting
325,325,43.25,0.83,18.0,0.0,15.5,0.5,sitting
326,326,43.5,0.5,18.0,0.0,15.33,0.47,sitting
327,327,43.5,0.5,18.25,0.43,15.5,0.5,sitting
328,328,43.5,0.5,18.0,0.0,15.33,0.47,sitting
329,329,43.5,0.5,18.25,0.43,15.5,0.5,sitting
330,330,43.67,0.47,18.5,0.5,15.33,0.47,sitting
331,331,43.5,0.5,20.0,0.0,15.25,0.83,sitting
332,332,43.0,0.82,19.0,0.82,14.5,0.87,sitting
333,333,43.5,0.5,18.0,0.0,14.75,1.09,sitting
334,334,43.5,0.5,18.0,0.0,16.0,1.0,sitting
335,335,43.25,0.83,17.0,0.71,17.75,0.43,sitting
336,336,43.5,0.5,16.0,0.0,18.33,0.47,sitting
337,337,43.33,0.47,15.75,0.43,20.67,0.47,sitting
338,338,43.25,0.83,15.0,0.0,21.25,0.43,sitting
339,339,42.75,0.83,15.0,0.0,21.0,0.0,sitting
340,340,42.5,0.5,17.75,0.83,21.0,0.0,sitting
341,341,43.0,0.0,16.67,0.94,21.5,0.87,sitting
342,342,43.25,0.43,16.5,1.66,19.75,1.3,sitting
343,343,43.25,0.83,18.0,0.0,21.0,0.0,sitting
344,344,42.75,0.43,18.0,0.0,20.75,0.43,sitting
345,345,43.25,0.83,17.25,0.83,20.75,0.43,sitting
346,346,43.0,0.71,17.75,0.43,21.0,0.0,sitting
347,347,43.0,0.71,17.25,0.43,21.0,0.0,sitting
348,348,42.75,0.43,18.0,0.0,21.0,0.0,sitting
349,349,42.75,0.83,18.0,0.0,20.5,0.5,sitting
350,350,43.5,0.5,18.0,0.0,20.75,0.43,sitting
351,351,42.75,0.43,18.0,0.0,21.0,0.0,sitting
352,352,42.75,0.43,18.0,0.0,21.0,0.0,sitting
353,353,42.75,0.43,18.0,0.0,21.25,0.43,sitting
354,354,42.75,0.83,18.0,0.0,19.75,0.83,sitting
355,355,42.25,0.43,16.5,0.87,20.0,1.22,sitting
356,356,42.0,0.0,17.5,0.5,18.67,1.7,sitting
357,357,42.0,0.0,18.67,0.47,20.67,0.47,sitting
358,358,42.0,0.0,18.0,0.0,18.5,1.66,sitting
359,359,42.0,0.0,18.0,0.0,16.25,0.83,sitting
360,360,42.25,0.43,17.75,0.43,15.5,1.66,sitting
361,361,43.0,0.0,18.0,0.0,10.5,0.87,sitting
362,362,43.25,0.83,18.75,0.43,9.0,0.0,sitting
363,363,42.5,0.5,18.25,0.43,11.0,0.82,sitting
364,364,42.75,0.83,18.0,0.0,13.25,2.77,sitting
365,365,42.5,0.5,17.75,0.43,16.0,1.87,sitting
366,366,42.0,0.0,15.75,0.83,17.5,1.12,sitting
367,367,42.0,0.0,16.33,1.25,17.25,0.83,sitting
368,368,42.25,0.43,18.0,0.0,17.75,0.43,sitting
369,369,42.5,0.5,18.0,0.0,17.67,0.47,sitting
370,370,42.5,0.5,15.5,1.66,13.25,1.92,sitting
371,371,42.5,0.5,12.25,0.43,13.25,1.09,sitting
372,372,43.0,0.0,17.25,1.48,12.5,1.12,sitting
373,373,43.0,0.71,19.25,0.43,12.75,1.92,sitting
374,374,43.25,0.43,19.0,0.71,15.25,0.83,sitting
375,375,42.5,0.5,16.33,1.25,12.0,2.94,sitting
376,376,42.75,0.83,11.25,1.3,14.0,1.22,sitting
377,377,42.75,0.83,15.5,0.87,14.0,0.71,sitting
378,378,43.33,0.94,15.25,1.09,11.5,0.5,sitting
379,379,43.0,0.71,13.25,2.38,2.33,0.94,sitting
380,380,43.0,0.71,13.25,0.83,8.5,2.87,sitting
381,381,43.0,0.82,11.0,1.41,12.0,0.0,sitting
382,382,42.5,0.5,14.75,5.36,7.75,5.85,sitting
383,383,42.5,0.5,17.25,0.83,11.5,2.6,sitting
384,384,43.5,0.5,20.25,1.3,13.75,0.83,sitting
385,385,42.5,0.5,20.0,0.71,11.75,0.43,sitting
386,386,42.75,0.83,18.25,0.43,8.5,1.66,sitting
387,387,43.25,0.43,20.0,0.0,6.5,0.87,sitting
388,388,43.0,0.71,20.33,0.47,8.5,1.5,sitting
389,389,43.33,0.47,21.0,0.0,14.33,1.25,sitting
390,390,42.75,0.43,21.25,0.43,16.0,0.71,sitting
391,391,43.0,0.82,21.0,0.0,16.25,0.43,sitting
392,392,43.0,0.0,21.25,0.43,14.75,0.43,sitting
393,393,42.33,0.47,21.0,0.0,15.25,0.43,sitting
394,394,42.67,0.94,21.0,0.0,16.0,0.71,sitting
395,395,42.75,0.83,21.0,0.0,14.75,0.43,sitting
396,396,42.75,0.43,21.0,0.0,14.75,0.43,sitting
397,397,42.5,0.5,21.0,0.0,14.25,0.83,sitting
398,398,42.5,0.5,21.0,0.0,14.0,1.0,sitting
399,399,42.75,0.83,21.0,0.0,14.25,0.83,sitting
400,400,42.5,0.5,21.0,0.0,13.25,0.43,sitting
401,401,42.75,0.83,21.0,0.0,14.25,1.79,sitting
402,402,42.5,0.5,21.0,0.0,17.25,0.83,sitting
403,403,42.5,0.5,20.0,0.82,18.33,0.47,sitting
404,404,43.0,0.71,18.25,0.43,17.75,0.43,sitting
405,405,43.0,0.71,17.5,0.5,16.0,0.71,sitting
406,406,43.0,0.82,18.75,0.83,17.67,0.94,sitting
407,407,43.0,1.0,18.0,0.0,18.0,0.0,sitting
408,408,42.33,0.47,14.33,2.05,14.0,3.24,sitting
409,409,43.0,0.71,7.0,4.08,5.33,2.62,sitting
410,410,42.5,0.5,12.5,3.57,12.5,5.68,sitting
411,411,42.25,0.43,19.5,0.5,9.5,4.5,sitting
412,412,43.25,1.09,18.75,0.83,13.0,2.16,sitting
413,413,47.25,1.3,11.75,4.26,11.75,3.11,sitting
414,414,42.75,4.44,9.33,0.47,10.75,1.79,sitting
415,415,37.0,1.0,8.33,4.78,10.5,2.06,sitting
416,416,38.0,1.22,13.75,2.49,14.0,4.74,sitting
417,417,37.75,1.79,15.75,5.12,25.0,2.12,sitting
418,418,45.25,2.05,18.5,1.8,27.75,0.43,sitting
419,419,39.75,3.27,21.67,0.94,24.33,3.68,sitting
420,420,33.25,1.79,22.25,1.3,19.0,2.74,sitting
421,421,36.5,0.87,20.25,1.48,17.25,4.49,sitting
422,422,37.0,0.82,16.25,2.49,15.0,2.94,sitting
423,423,35.0,1.41,20.33,0.47,18.0,0.0,sitting
424,424,33.5,2.06,19.25,1.3,17.5,0.87,sitting
425,425,36.5,1.5,18.25,0.83,17.5,0.5,sitting
426,426,34.5,1.5,17.0,0.0,18.0,0.0,sitting
427,427,36.0,0.0,9.75,3.56,16.0,1.58,sitting
428,428,36.0,0.0,8.33,1.7,12.75,1.3,sitting
429,429,36.0,0.0,5.33,2.87,14.5,0.87,sitting
430,430,36.0,0.0,3.0,0.82,13.25,1.3,sitting
431,431,36.0,0.0,5.0,3.27,12.67,0.94,sitting
432,432,36.0,0.0,11.75,0.43,13.33,1.25,sitting
433,433,36.0,0.0,11.0,1.22,13.0,0.82,sitting
