,Unnamed: 0,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,lebel
37,37,36.75,3.9,19.5,3.2,20.75,3.83,cycling
38,38,41.0,1.58,14.0,2.94,21.25,2.59,cycling
39,39,41.25,1.92,15.0,3.56,19.0,1.41,cycling
40,40,35.25,2.49,18.5,4.15,16.25,3.56,cycling
41,41,35.5,1.5,24.0,0.0,17.5,2.5,cycling
42,42,31.25,1.09,19.0,1.22,23.0,0.71,cycling
43,43,34.0,2.12,21.0,3.0,24.67,3.3,cycling
44,44,40.0,2.83,19.25,4.82,21.67,4.11,cycling
45,45,39.25,0.43,18.0,3.67,19.0,5.1,cycling
46,46,44.5,0.87,16.0,2.12,19.33,2.36,cycling
47,47,38.5,4.15,18.5,2.29,14.25,4.82,cycling
48,48,34.0,1.41,22.33,0.94,15.75,4.44,cycling
49,49,34.67,1.25,16.33,0.94,22.75,1.09,cycling
50,50,37.0,1.41,18.0,1.63,24.5,2.29,cycling
51,51,39.0,1.87,14.75,3.63,18.75,3.27,cycling
52,52,35.75,2.77,12.25,3.63,15.25,1.64,cycling
53,53,31.75,4.02,13.5,1.5,18.5,3.2,cycling
54,54,43.25,2.05,19.75,2.17,14.75,2.17,cycling
55,55,42.0,1.22,17.5,1.5,19.5,2.87,cycling
56,56,35.25,2.49,12.5,8.05,19.5,1.12,cycling
57,57,31.0,1.22,19.0,2.83,19.75,1.79,cycling
58,58,35.0,3.81,17.5,6.06,20.5,2.29,cycling
59,59,35.25,3.77,16.67,2.36,20.5,0.87,cycling
60,60,35.25,2.49,15.33,2.05,19.75,2.68,cycling
61,61,42.5,2.5,17.75,3.11,18.0,4.95,cycling
62,62,37.75,2.77,14.5,6.06,15.5,5.89,cycling
63,63,33.75,1.3,18.33,0.47,16.33,4.99,cycling
64,64,34.0,2.0,17.0,0.71,20.5,1.5,cycling
65,65,33.25,3.49,16.25,3.03,22.75,1.79,cycling
66,66,38.25,1.48,10.67,6.6,20.67,0.47,cycling
67,67,38.25,2.49,15.0,3.56,16.0,2.12,cycling
68,68,43.67,1.25,17.0,0.82,19.67,3.4,cycling
69,69,39.67,1.7,16.5,3.35,14.0,1.0,cycling
70,70,34.5,1.5,18.75,2.28,14.0,4.06,cycling
71,71,35.25,2.49,20.25,0.83,21.0,3.67,cycling
72,72,35.75,3.34,18.0,5.72,21.75,1.3,cycling
73,73,37.5,1.5,15.75,2.17,20.75,1.79,cycling
74,74,40.5,1.66,15.0,2.12,21.0,2.12,cycling
75,75,43.0,1.58,12.5,4.77,17.5,3.91,cycling
76,76,37.67,1.25,18.0,2.16,15.67,4.92,cycling
77,77,35.25,1.3,19.75,2.77,13.5,7.3,cycling
78,78,34.5,1.5,20.5,0.5,21.25,1.79,cycling
79,79,31.25,6.61,18.67,4.19,23.0,2.55,cycling
80,80,37.75,1.92,17.5,2.6,20.0,1.87,cycling
81,81,41.5,2.87,11.75,4.92,20.25,3.77,cycling
82,82,40.67,3.09,16.0,2.94,16.5,1.5,cycling
83,83,36.25,0.43,16.75,5.17,15.25,5.45,cycling
84,84,33.0,0.0,21.33,2.49,7.0,1.0,cycling
85,85,37.67,3.4,16.0,4.06,22.33,0.47,cycling
86,86,36.5,5.5,12.0,6.04,19.75,2.59,cycling
87,87,39.25,1.09,12.5,2.29,21.0,1.41,cycling
88,88,44.0,1.0,17.0,1.22,17.67,4.03,cycling
89,89,36.0,0.0,18.25,1.79,19.67,1.25,cycling
90,90,35.25,1.3,19.25,5.07,16.5,6.69,cycling
91,91,34.25,1.3,19.75,1.79,16.0,4.18,cycling
92,92,33.75,1.3,16.75,2.05,22.5,1.12,cycling
93,93,31.75,4.49,21.0,1.87,22.25,2.28,cycling
94,94,38.33,1.7,16.67,1.25,22.0,1.58,cycling
95,95,40.25,2.05,13.0,1.58,20.25,0.83,cycling
96,96,43.25,2.49,12.75,2.49,19.0,1.87,cycling
97,97,36.75,1.3,17.5,5.77,17.75,6.8,cycling
98,98,33.75,1.3,19.5,2.69,21.33,0.47,cycling
99,99,35.25,2.49,17.75,2.17,20.75,2.38,cycling
100,100,34.0,5.66,22.0,0.82,21.75,3.77,cycling
101,101,37.5,2.6,18.0,3.08,22.75,2.49,cycling
102,102,40.25,1.3,15.75,2.95,22.25,1.09,cycling
103,103,42.5,2.29,18.33,2.49,17.0,6.16,cycling
104,104,37.0,1.73,15.0,4.95,14.5,3.5,cycling
105,105,35.25,1.3,20.25,2.59,15.25,6.26,cycling
106,106,31.75,7.36,16.67,3.86,21.0,2.94,cycling
107,107,39.25,2.05,17.75,5.17,22.75,1.3,cycling
108,108,38.0,0.82,15.75,4.26,20.33,1.25,cycling
109,109,43.67,1.25,16.33,2.36,21.5,2.29,cycling
110,110,40.75,1.79,16.25,2.86,14.75,2.77,cycling
111,111,34.67,1.25,17.67,5.44,13.33,4.71,cycling
112,112,34.25,1.3,19.0,1.41,15.67,8.26,cycling
113,113,35.25,2.49,15.0,3.67,20.5,2.29,cycling
114,114,35.0,4.85,19.0,3.94,20.5,3.57,cycling
115,115,38.0,2.16,15.33,4.5,21.0,2.0,cycling
116,116,41.8,2.14,12.8,5.46,19.33,2.21,cycling
117,117,37.5,4.5,19.0,1.41,19.5,2.18,cycling
118,118,34.5,1.5,20.75,1.48,16.5,3.77,cycling
119,119,35.25,1.3,17.0,2.16,22.75,1.09,cycling
120,120,32.75,4.92,17.75,4.02,22.25,1.79,cycling
121,121,39.5,1.5,19.25,1.3,20.5,1.5,cycling
122,122,40.0,1.22,10.33,4.19,17.67,0.47,cycling
123,123,43.25,2.49,15.67,2.05,19.67,1.25,cycling
124,124,36.75,1.3,17.5,2.6,17.0,5.15,cycling
125,125,34.5,1.5,16.5,4.5,13.75,7.46,cycling
126,126,35.5,4.72,19.75,2.38,17.0,2.12,cycling
127,127,35.25,5.54,19.0,4.53,19.75,2.49,cycling
128,128,39.0,2.45,16.0,1.22,24.0,0.0,cycling
129,129,42.67,0.94,14.0,7.45,24.0,1.41,cycling
130,130,39.67,2.62,24.0,0.0,21.25,4.32,cycling
131,131,32.25,3.9,24.0,0.0,24.0,5.79,cycling
132,132,33.33,4.71,24.0,0.0,7.25,7.95,cycling
133,133,38.75,1.79,20.25,4.92,21.25,2.05,cycling
134,134,38.75,2.77,19.0,2.55,18.5,2.18,cycling
135,135,38.5,4.15,22.75,1.09,24.25,1.79,cycling
136,136,42.75,1.48,15.67,2.05,21.5,2.29,cycling
137,137,36.0,2.12,25.75,2.77,20.0,5.24,cycling
138,138,32.0,1.22,24.5,1.5,12.25,3.11,cycling
139,139,30.0,4.74,17.75,2.17,21.5,2.18,cycling
140,140,36.75,2.49,20.75,0.43,15.75,4.97,cycling
141,141,37.67,2.36,21.33,2.05,22.25,1.79,cycling
142,142,43.5,1.5,17.33,0.94,14.33,2.62,cycling
143,143,40.67,1.25,15.0,1.73,19.67,1.25,cycling
144,144,33.75,1.3,26.75,1.64,18.25,4.21,cycling
145,145,32.0,1.22,20.75,5.07,13.75,2.77,cycling
146,146,29.33,8.18,19.67,2.49,21.75,1.48,cycling
147,147,34.0,4.06,19.75,1.48,16.75,4.49,cycling
148,148,40.33,2.05,16.67,2.62,22.25,1.3,cycling
149,149,42.0,0.0,15.0,4.24,19.25,3.03,cycling
150,150,35.75,2.17,24.5,4.15,21.75,1.92,cycling
151,151,31.5,2.6,26.75,2.17,16.5,2.06,cycling
152,152,34.25,5.89,19.25,2.86,22.0,4.95,cycling
153,153,31.5,4.5,18.75,2.28,19.25,4.6,cycling
154,154,35.25,2.86,17.25,3.27,18.25,3.7,cycling
155,155,43.25,1.79,13.25,3.03,14.0,1.22,cycling
156,156,37.5,2.6,17.75,6.5,16.5,2.6,cycling
157,157,31.25,4.44,22.5,0.5,16.75,2.77,cycling
158,158,33.25,4.92,19.75,4.09,17.75,2.17,cycling
159,159,31.67,5.79,20.5,2.29,14.33,3.86,cycling
160,160,36.25,4.76,18.25,4.02,18.25,4.76,cycling
161,161,24.25,5.36,22.75,0.83,20.5,2.18,cycling
162,162,41.25,3.11,16.75,3.27,17.75,2.86,cycling
163,163,41.25,3.27,12.33,4.78,19.67,2.05,cycling
164,164,35.0,2.83,18.5,6.5,24.67,3.4,cycling
165,165,29.5,6.54,23.0,1.41,20.75,2.68,cycling
166,166,38.33,1.7,16.0,1.63,21.75,2.49,cycling
167,167,40.25,0.83,11.5,1.5,19.5,1.5,cycling
168,168,42.0,0.0,15.25,2.38,22.75,2.95,cycling
169,169,34.0,4.74,19.0,2.16,16.0,6.16,cycling
170,170,34.5,1.5,19.0,2.74,22.5,3.84,cycling
171,171,32.25,2.28,11.75,4.02,22.75,2.77,cycling
172,172,35.25,1.3,18.75,1.3,12.5,9.07,cycling
173,173,37.0,2.35,21.67,1.7,21.67,2.36,cycling
174,174,34.0,4.85,20.0,1.41,23.67,2.05,cycling
175,175,40.75,1.3,13.0,1.58,19.25,1.3,cycling
176,176,43.5,1.5,11.25,5.36,21.5,2.5,cycling
177,177,36.75,5.12,10.67,3.3,19.0,3.24,cycling
178,178,33.25,0.43,22.25,3.03,20.5,2.96,cycling
179,179,35.0,1.22,18.0,2.45,17.67,4.19,cycling
180,180,34.5,1.5,15.33,2.05,21.67,0.47,cycling
181,181,36.75,3.7,19.67,0.94,22.33,3.09,cycling
182,182,38.0,3.67,16.5,6.1,22.25,1.79,cycling
183,183,40.25,1.3,13.75,5.4,18.75,2.49,cycling
184,184,44.33,0.94,10.5,1.12,18.67,6.85,cycling
185,185,37.25,1.3,17.33,1.25,17.0,4.74,cycling
186,186,33.75,1.3,23.75,0.43,18.25,7.69,cycling
187,187,35.0,1.41,17.33,2.87,19.0,5.34,cycling
188,188,34.25,4.26,20.75,1.79,21.0,3.56,cycling
189,189,34.0,6.6,11.67,4.5,22.25,1.3,cycling
190,190,41.0,1.22,12.33,2.49,23.0,1.22,cycling
191,191,45.0,0.82,15.75,1.48,15.33,3.77,cycling
192,192,36.0,2.55,16.33,4.64,18.5,2.87,cycling
193,193,34.0,1.41,21.0,1.63,19.25,2.95,cycling
194,194,35.25,1.3,16.67,0.94,24.0,0.0,cycling
195,195,37.33,1.25,22.5,1.5,22.67,1.89,cycling
196,196,36.0,4.24,17.0,2.94,20.75,4.44,cycling
197,197,40.75,1.48,13.25,2.77,18.75,4.15,cycling
198,198,41.75,3.49,16.75,3.56,20.75,2.49,cycling
199,199,35.25,1.3,18.0,3.61,20.75,3.27,cycling
200,200,33.75,1.3,20.5,2.29,19.25,5.45,cycling
201,201,35.25,1.3,19.25,2.86,23.0,2.55,cycling
202,202,31.5,4.5,19.0,4.42,22.0,5.15,cycling
203,203,38.5,3.35,18.75,1.3,22.25,1.09,cycling
204,204,41.75,1.79,8.75,3.63,21.0,1.87,cycling
205,205,43.25,3.03,14.5,1.5,16.0,4.06,cycling
206,206,34.5,2.6,16.5,1.5,17.5,0.5,cycling
207,207,32.0,0.71,20.75,1.79,18.33,5.25,cycling
208,208,34.25,1.79,16.67,1.7,21.67,3.3,cycling
209,209,36.0,2.12,20.75,1.64,20.5,3.35,cycling
210,210,36.0,2.45,16.75,4.82,23.33,3.77,cycling
211,211,39.5,0.87,15.25,3.27,19.0,2.74,cycling
212,212,42.67,0.94,13.5,1.5,21.75,2.28,cycling
213,213,41.0,2.68,13.75,4.02,19.75,4.76,cycling
214,214,34.0,1.41,21.0,2.16,18.75,7.46,cycling
215,215,35.0,1.22,17.25,2.17,21.75,4.49,cycling
216,216,36.75,1.3,19.25,3.56,23.5,0.87,cycling
217,217,38.0,3.67,18.25,3.83,22.0,1.22,cycling
218,218,40.25,1.09,12.0,2.55,23.5,0.5,cycling
219,219,42.25,2.17,8.0,7.0,21.0,0.0,cycling
220,220,41.75,2.17,13.33,1.89,13.0,3.74,cycling
221,221,36.0,2.12,16.25,1.3,16.5,3.35,cycling
222,222,33.75,1.3,16.5,1.12,18.0,5.2,cycling
223,223,37.0,1.73,18.5,1.5,25.5,0.87,cycling
224,224,35.33,4.03,21.0,4.24,24.33,1.25,cycling
225,225,40.67,0.47,17.5,3.35,22.67,1.25,cycling
226,226,40.67,1.25,6.0,4.0,22.75,1.3,cycling
227,227,44.0,0.71,5.5,3.5,21.75,0.43,cycling
228,228,44.0,0.0,12.25,2.59,22.5,0.5,cycling
229,229,42.5,3.77,16.0,1.58,21.0,1.87,cycling
230,230,35.75,1.79,17.25,2.17,17.25,7.73,cycling
231,231,33.75,1.3,13.5,4.15,19.0,8.66,cycling
232,232,32.75,5.67,17.5,5.68,21.5,3.57,cycling
233,233,35.25,3.77,14.75,4.55,22.5,1.12,cycling
234,234,40.0,1.41,12.0,4.32,22.5,0.5,cycling
235,235,42.6,1.2,13.75,2.77,17.8,3.87,cycling
236,236,38.25,1.92,15.0,2.45,22.0,3.67,cycling
237,237,34.5,2.06,16.0,4.64,19.25,5.07,cycling
238,238,34.67,1.89,11.0,3.0,19.33,3.4,cycling
239,239,37.75,1.79,18.25,4.92,25.5,0.87,cycling
240,240,31.67,6.6,17.67,2.36,22.75,1.79,cycling
241,241,40.25,1.79,10.25,5.97,23.5,0.87,cycling
242,242,43.25,2.49,9.75,4.49,16.75,2.95,cycling
243,243,36.25,2.17,17.25,2.59,18.75,1.92,cycling
244,244,34.25,1.79,12.0,6.6,17.5,5.5,cycling
245,245,32.25,6.5,14.67,2.49,22.67,3.68,cycling
246,246,34.75,3.49,18.0,5.52,24.0,1.22,cycling
247,247,40.75,1.48,11.5,7.83,24.5,0.5,cycling
248,248,43.25,2.49,8.33,5.19,18.25,5.31,cycling
249,249,37.33,1.89,14.75,3.49,23.67,2.05,cycling
250,250,33.5,1.5,16.5,2.29,17.75,5.31,cycling
251,251,37.5,1.5,22.5,1.12,24.0,2.12,cycling
252,252,37.25,4.76,18.5,1.5,21.75,2.28,cycling
253,253,39.33,0.47,9.67,5.44,20.5,0.87,cycling
254,254,44.0,0.82,18.0,0.0,20.0,1.63,cycling
255,255,38.0,4.06,13.5,3.91,19.25,2.05,cycling
256,256,34.5,1.5,16.75,2.77,16.0,6.6,cycling
257,257,36.0,2.12,14.75,3.63,23.5,0.87,cycling
258,258,33.0,5.61,17.5,4.15,17.25,5.89,cycling
259,259,41.0,1.58,16.75,1.64,22.5,2.6,cycling
260,260,43.0,2.92,15.0,0.0,18.0,4.24,cycling
261,261,35.25,2.49,20.33,1.7,15.0,2.94,cycling
262,262,35.0,1.41,14.5,1.5,19.67,1.25,cycling
263,263,36.25,2.49,18.75,3.34,19.25,2.49,cycling
264,264,34.25,7.56,16.5,2.06,19.75,4.6,cycling
265,265,41.33,1.7,11.0,0.0,22.33,0.94,cycling
266,266,43.25,2.49,13.0,5.1,19.67,3.09,cycling
267,267,36.5,1.5,17.5,3.57,22.67,1.25,cycling
268,268,35.25,1.3,14.25,5.45,18.0,3.67,cycling
269,269,33.0,3.0,18.5,1.5,21.67,1.7,cycling
270,270,39.75,1.3,18.0,2.16,19.67,0.94,cycling
271,271,42.25,2.68,12.25,4.55,16.25,6.02,cycling
272,272,35.25,1.3,16.67,3.09,22.0,3.08,cycling
273,273,35.0,1.41,18.5,1.66,13.33,6.85,cycling
274,274,33.0,0.0,11.67,5.31,21.0,1.22,cycling
275,275,35.75,1.79,19.75,3.7,18.0,3.74,cycling
276,276,32.5,5.55,18.0,2.83,19.5,3.84,cycling
277,277,40.75,1.09,10.5,6.34,19.5,0.87,cycling
278,278,40.0,2.74,13.0,2.74,15.0,3.24,cycling
279,279,35.0,1.22,19.75,3.77,15.0,2.55,cycling
280,280,35.25,1.3,14.75,3.83,21.0,1.87,cycling
281,281,31.75,4.76,19.25,1.79,20.75,3.27,cycling
282,282,38.0,4.74,15.75,2.05,21.75,1.3,cycling
283,283,42.75,1.3,9.75,4.82,20.25,1.3,cycling
284,284,42.5,2.29,10.67,5.44,14.0,4.32,cycling
285,285,35.0,2.12,19.0,2.74,18.25,4.15,cycling
286,286,34.5,1.5,17.75,2.05,20.25,3.9,cycling
287,287,33.5,2.87,16.5,6.87,22.0,2.74,cycling
288,288,38.67,4.71,16.0,2.55,19.0,2.94,cycling
289,289,42.0,2.24,13.0,1.63,22.0,1.58,cycling
290,290,43.0,2.83,11.67,0.47,17.5,2.5,cycling
291,291,35.25,2.49,18.25,3.7,18.5,3.77,cycling
292,292,34.5,1.5,17.25,4.15,17.75,7.4,cycling
293,293,36.0,2.55,21.5,2.29,18.75,4.44,cycling
294,294,31.5,6.8,18.5,3.84,21.25,3.9,cycling
295,295,41.0,1.22,11.75,3.19,22.5,0.87,cycling
296,296,43.75,1.64,11.5,2.5,13.0,5.74,cycling
297,297,37.25,1.64,18.0,3.61,13.75,5.31,cycling
298,298,36.0,0.0,20.25,1.92,16.25,5.07,cycling
299,299,35.5,2.87,17.25,2.86,21.0,2.45,cycling
300,300,31.5,5.94,17.75,4.32,21.75,1.92,cycling
301,301,41.0,1.22,15.33,2.62,21.25,0.83,cycling
302,302,44.5,0.5,11.25,3.96,17.75,0.43,cycling
303,303,39.75,3.56,14.5,4.5,23.25,2.49,cycling
304,304,33.25,0.43,23.0,1.41,12.67,8.18,cycling
305,305,36.0,0.0,13.5,3.35,21.0,0.0,cycling
306,306,35.67,4.19,19.0,2.16,20.0,2.55,cycling
307,307,36.5,7.3,16.25,2.49,22.5,1.5,cycling
308,308,43.0,1.58,13.5,4.03,18.75,2.59,cycling
309,309,39.25,3.19,14.5,6.73,21.5,5.68,cycling
310,310,34.0,1.22,21.75,0.83,20.0,2.55,cycling
311,311,36.0,0.0,19.5,1.5,23.5,0.5,cycling
312,312,35.0,3.0,19.0,4.42,21.0,2.12,cycling
313,313,40.75,0.43,15.5,2.6,21.75,1.3,cycling
314,314,43.25,1.3,6.75,4.6,18.0,7.58,cycling
315,315,41.5,3.35,10.0,2.83,15.0,2.45,cycling
316,316,36.25,0.43,19.5,3.64,19.75,3.7,cycling
317,317,35.25,1.3,21.0,2.24,15.0,6.36,cycling
318,318,37.0,2.74,20.0,3.74,23.0,2.16,cycling
319,319,38.0,3.54,19.0,1.0,17.0,1.63,cycling
320,320,42.25,1.79,12.67,3.86,21.67,0.47,cycling
321,321,42.5,2.29,11.0,2.0,15.67,2.49,cycling
322,322,36.5,0.87,17.75,4.38,19.5,4.56,cycling
323,323,35.0,1.41,21.25,1.92,13.0,5.89,cycling
324,324,36.25,2.49,17.25,2.49,20.0,1.0,cycling
325,325,36.25,3.11,13.0,0.0,17.33,4.5,cycling
326,326,41.5,0.5,12.0,3.67,21.5,1.5,cycling
327,327,44.0,0.82,12.33,2.49,21.0,3.54,cycling
328,328,40.0,3.54,12.0,0.0,22.0,1.41,cycling
329,329,33.75,1.3,20.0,2.0,20.0,3.0,cycling
330,330,35.5,1.5,16.5,3.2,18.5,6.8,cycling
331,331,35.0,5.05,18.5,3.91,17.0,4.55,cycling
332,332,40.5,1.12,13.25,7.43,23.25,0.83,cycling
333,333,43.67,1.25,13.33,1.7,23.0,0.0,cycling
334,334,41.4,3.67,11.75,1.48,19.8,3.06,cycling
335,335,35.75,0.43,16.75,5.8,16.0,4.24,cycling
336,336,36.0,0.0,16.5,3.64,21.67,0.94,cycling
337,337,32.75,4.09,19.0,3.54,19.5,3.64,cycling
338,338,33.75,8.58,15.75,3.27,21.5,1.8,cycling
339,339,42.5,1.12,11.75,1.92,21.75,1.3,cycling
340,340,43.67,2.62,11.33,2.87,11.75,6.26,cycling
341,341,37.0,1.73,15.67,2.87,21.5,3.04,cycling
342,342,35.25,1.3,16.5,2.6,21.5,2.29,cycling
343,343,32.5,0.87,16.0,2.74,20.0,3.74,cycling
344,344,33.25,6.61,14.5,3.35,21.0,0.71,cycling
345,345,41.0,1.58,10.25,5.93,21.0,1.73,cycling
346,346,43.5,2.06,14.0,2.94,16.33,3.68,cycling
347,347,37.0,1.73,15.0,4.97,24.33,0.47,cycling
348,348,35.25,1.3,18.5,2.29,17.25,3.34,cycling
349,349,38.0,1.41,19.67,1.89,22.33,1.25,cycling
350,350,34.75,6.38,14.75,1.64,18.0,4.3,cycling
351,351,41.75,1.48,13.5,1.8,21.0,0.71,cycling
352,352,44.33,2.49,12.33,3.77,15.75,5.93,cycling
353,353,38.0,2.35,9.5,2.5,15.33,5.31,cycling
354,354,35.25,1.3,14.75,3.77,21.75,0.83,cycling
355,355,33.33,4.5,17.0,1.41,16.5,3.35,cycling
356,356,34.0,5.72,15.0,4.08,15.5,4.82,cycling
357,357,42.25,2.17,15.0,2.83,19.5,1.5,cycling
358,358,39.5,3.35,13.0,3.0,20.75,1.92,cycling
359,359,35.25,1.3,18.0,4.24,15.67,1.7,cycling
360,360,35.25,2.49,14.25,2.05,22.0,2.35,cycling
361,361,36.25,4.55,17.0,2.12,21.0,0.0,cycling
362,362,38.0,1.87,12.0,4.55,20.0,1.41,cycling
363,363,39.5,1.5,12.0,0.71,21.0,0.0,cycling
364,364,44.67,0.47,9.5,1.5,12.33,5.31,cycling
365,365,42.0,3.0,17.5,0.5,14.25,8.07,cycling
366,366,37.33,1.25,16.33,1.25,17.5,7.76,cycling
367,367,32.75,2.17,17.75,2.17,15.25,3.83,cycling
368,368,33.75,2.49,21.0,1.73,20.0,2.12,cycling
369,369,35.75,4.38,16.25,3.11,20.0,2.12,cycling
370,370,38.5,4.61,14.75,1.09,18.75,4.6,cycling
371,371,41.0,3.24,12.33,1.89,22.25,2.68,cycling
372,372,34.5,1.5,15.75,1.79,19.0,2.12,cycling
373,373,36.0,0.0,15.0,0.71,20.5,0.87,cycling
374,374,34.5,5.32,17.0,2.83,20.67,0.94,cycling
375,375,35.75,2.77,17.0,4.97,20.5,1.12,cycling
376,376,43.0,2.83,17.33,3.86,18.0,8.49,cycling
377,377,39.33,2.49,14.0,2.83,22.67,2.62,cycling
378,378,35.67,0.47,14.67,1.25,14.0,3.46,cycling
379,379,34.5,1.5,17.25,3.27,18.75,0.43,cycling
380,380,34.25,3.49,17.5,4.15,21.75,1.3,cycling
381,381,37.25,2.17,16.0,2.12,19.5,3.2,cycling
382,382,41.25,2.59,12.0,3.54,20.0,4.64,cycling
383,383,40.25,3.19,15.0,2.45,21.0,2.45,cycling
384,384,35.0,1.22,19.25,1.3,16.5,4.15,cycling
385,385,36.0,0.0,16.75,5.36,20.25,1.3,cycling
386,386,30.33,2.49,21.0,2.12,21.33,2.36,cycling
387,387,36.75,2.49,14.75,2.49,20.75,1.79,cycling
388,388,41.67,2.49,15.33,0.47,22.25,2.68,cycling
389,389,40.75,3.27,16.25,1.48,19.5,4.5,cycling
390,390,34.5,1.5,19.25,1.09,16.0,3.16,cycling
391,391,36.75,1.3,20.0,1.73,19.5,1.5,cycling
392,392,33.0,7.07,15.0,5.83,21.0,1.87,cycling
393,393,37.0,1.73,13.75,6.18,20.25,2.49,cycling
394,394,41.75,2.17,14.75,2.28,21.25,3.63,cycling
395,395,40.5,3.2,12.75,2.28,22.0,2.45,cycling
396,396,35.25,1.3,21.0,1.63,17.33,3.4,cycling
397,397,36.0,2.12,16.75,0.83,17.5,2.18,cycling
398,398,34.0,5.61,20.0,1.22,20.75,1.64,cycling
399,399,37.0,1.73,16.75,3.11,21.75,0.83,cycling
400,400,40.33,1.25,14.5,0.87,24.0,0.0,cycling
401,401,43.25,1.79,14.33,1.7,22.0,2.12,cycling
402,402,33.0,0.0,17.33,2.05,17.5,4.77,cycling
403,403,36.0,0.0,13.5,1.5,21.5,0.5,cycling
404,404,33.67,3.86,19.0,2.94,21.0,2.55,cycling
405,405,38.0,1.41,16.67,1.25,20.25,1.3,cycling
406,406,40.0,2.92,15.33,1.7,20.5,3.2,cycling
407,407,42.0,2.12,13.25,3.19,19.75,7.12,cycling
408,408,35.25,2.49,16.0,0.82,12.5,9.34,cycling
409,409,35.25,1.3,14.5,1.5,21.5,0.5,cycling
410,410,36.25,0.83,22.0,1.58,19.25,1.79,cycling
411,411,29.25,6.5,17.5,2.69,20.25,1.3,cycling
412,412,38.5,2.5,14.67,2.62,23.25,1.3,cycling
413,413,40.75,1.48,15.5,2.6,18.0,2.12,cycling
414,414,36.5,0.87,23.0,1.0,19.0,3.74,cycling
415,415,35.75,0.43,19.0,1.58,18.5,2.6,cycling
416,416,37.0,1.41,20.33,1.7,20.0,4.0,cycling
417,417,35.25,3.77,15.33,3.4,21.0,2.74,cycling
418,418,36.33,0.47,14.67,4.5,23.0,1.0,cycling
419,419,41.5,1.5,13.67,1.25,22.0,1.87,cycling
420,420,39.25,2.17,17.33,0.94,16.0,5.66,cycling
421,421,36.0,0.0,18.5,2.96,17.67,2.49,cycling
422,422,31.5,6.18,15.5,4.61,21.25,1.79,cycling
423,423,37.0,2.74,20.0,3.56,21.75,1.64,cycling
424,424,36.0,3.0,13.75,6.22,22.0,1.22,cycling
425,425,41.25,3.03,15.67,0.94,17.5,4.03,cycling
426,426,36.25,0.43,18.0,4.24,22.67,2.36,cycling
427,427,36.0,0.0,20.5,2.06,17.33,2.05,cycling
428,428,35.0,1.41,19.75,1.64,22.0,2.16,cycling
429,429,32.25,5.54,21.0,1.22,21.5,2.5,cycling
430,430,38.0,3.56,15.0,3.74,22.75,1.09,cycling
431,431,39.75,2.59,14.0,2.55,21.0,5.24,cycling
432,432,40.5,3.2,14.33,2.05,19.67,4.19,cycling
433,433,35.75,0.43,19.6,2.73,15.8,4.71,cycling
